,URL,URL-href,TotalRating,TypeLevel1_x,TotalSeat,service_pet_friendly,service_Wi-Fi,service_reservation,service_Parking,service_Good for Groups,service_Delivery,service_Good for Kids,service_alcohol,service_Credit Card,review_wordlist,ReviewScore,TotalReview,PriceRange,Province,2020Reward,RecMenu1,RecMenu2,RecMenu3,rest_service_Cluster,friend,family,couple,rush,save,delivery,hungry,party,business
4307,ส้มตำสนามกอล์ฟบางพระ,https://www.wongnai.com/restaurants/128831Ei-%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3%E0%B8%AA%E0%B8%99%E0%B8%B2%E0%B8%A1%E0%B8%81%E0%B8%AD%E0%B8%A5%E0%B9%8C%E0%B8%9F%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B0,20,อาหารอีสาน/ร้านส้มตำ,None,0,0,1,1,1,1,0,0,0,[],3.6,20.0,฿฿,ชลบุรี,0.0,ไก่ย่าง,ไก่ย่าง... เด็ดจิงๆ,น้ำตกคอหมูย่าง,2,60.0,55.0,0.0,0.0,30,0,0.0,0,0.0
4308,เบ๊ฮ้อยจ๊อ ของฝาก,https://www.wongnai.com/restaurants/14358Kt-%E0%B9%80%E0%B8%9A%E0%B9%8A%E0%B8%AE%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%88%E0%B9%8A%E0%B8%AD-%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%9D%E0%B8%B2%E0%B8%81,5,อาหารจีน,None,0,0,1,1,1,1,1,0,0,[],5.0,2.0,฿,ชลบุรี,0.0,,,,2,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
4309,Amaya Food Gallery ( Amari Pattaya ),https://www.wongnai.com/restaurants/444431Dr-amaya-food-gallery-amari-pattaya,6,อาหารนานาชาติ,None,0,0,1,0,1,0,0,0,0,[],3.8,3.0,฿฿฿,ชลบุรี,0.0,,,,2,33.0,0.0,33.0,0.0,0,0,0.0,0,33.0
4310,ดูนา คาเฟ่,https://www.wongnai.com/restaurants/450942OT-%E0%B8%94%E0%B8%B9%E0%B8%99%E0%B8%B2-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88,12,อาหารจานเดียว,None,0,1,0,1,0,1,0,0,0,[],3.7,9.0,฿,ชลบุรี,0.0,,,,0,33.0,56.0,22.0,0.0,0,0,0.0,0,0.0
4311,Cocobeeพัทยา,https://www.wongnai.com/restaurants/492996Sp-cocobee-%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2,6,อาหารเกาหลี,None,0,0,0,1,0,1,0,0,0,[],4.0,4.0,฿฿,ชลบุรี,0.0,,,,0,0.0,50.0,0.0,25.0,0,0,25.0,0,0.0
4312,นายปอบุฟเฟ่ต์นานาชาติ,https://www.wongnai.com/restaurants/305781Lq-%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%9B%E0%B8%AD%E0%B8%9A%E0%B8%B8%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B8%95%E0%B9%8C%E0%B8%99%E0%B8%B2%E0%B8%99%E0%B8%B2%E0%B8%8A%E0%B8%B2%E0%B8%95%E0%B8%B4,37,หมูกระทะ,None,0,0,1,1,1,0,1,1,1,[],3.9,21.0,฿฿,ชลบุรี,0.0,บุฟเฟ่ต์หมูกะทะ,อาหารทะเลปิ้ง,บุปเฟต์หมูกะทะ,1,57.0,33.0,0.0,0.0,0,0,57.0,0,0.0
4313,The Python Cafe and Eatery (เดอะ ไพธอน),https://www.wongnai.com/restaurants/283675yt-the-python-cafe-and-eatery-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%84%E0%B8%9E%E0%B8%98%E0%B8%AD%E0%B8%99,26,อาหารนานาชาติ,11 - 40 ที่นั่ง,0,1,1,1,1,1,1,1,1,[],4.4,16.0,฿฿,ชลบุรี,0.0,,,,1,31.0,44.0,31.0,0.0,0,0,0.0,0,0.0
4314,Sushi kami,https://www.wongnai.com/restaurants/278726tx-sushi-kami,34,ซูชิ,11 - 40 ที่นั่ง,0,1,1,1,1,1,0,0,1,[],4.2,23.0,฿฿฿,ชลบุรี,0.0,Salmon Sashimi,Engawa don,Yuzu soda,1,26.0,26.0,43.0,0.0,0,0,0.0,0,0.0
4315,ป้าไหม สาขา 2,https://www.wongnai.com/restaurants/11522XP-%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%AB%E0%B8%A1-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2-2,180,อาหารทะเล,41 - 80 ที่นั่ง,1,0,1,1,1,1,1,1,0,[],3.7,150.0,฿฿฿,ชลบุรี,0.0,ปลากระพงทอดราดน้ำปลา,แกงส้มไข่ปลาเรียวเซียว,ข้าวผัดปู,1,45.0,50.0,15.0,0.0,0,0,0.0,0,0.0
4316,BlueFin Beach Bar & Restaurant,https://www.wongnai.com/restaurants/147887OI-bluefin-beach-bar-restaurant,64,อาหารทะเล,41 - 80 ที่นั่ง,0,0,0,1,0,0,0,1,1,[],3.7,41.0,฿฿฿,ชลบุรี,0.0,ยำไข่บลูฟิน,,,0,51.0,37.0,54.0,0.0,0,0,0.0,0,0.0
4317,Ming Xing Restaurant,https://www.wongnai.com/restaurants/122061LO-ming-xing-restaurant,26,อาหารจีน,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,1,1,[],4.0,24.0,฿฿฿฿,ชลบุรี,0.0,,,,1,46.0,75.0,46.0,0.0,0,0,0.0,0,0.0
4318,Loaf Bakery&Cafe @ ซอยเล้งกี่,https://www.wongnai.com/restaurants/123944Hh-loaf-bakery-cafe-%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%A5%E0%B9%89%E0%B8%87%E0%B8%81%E0%B8%B5%E0%B9%88,32,ร้านกาแฟ/ชา,None,0,1,0,1,1,0,0,0,1,[],4.1,26.0,฿฿฿,ชลบุรี,0.0,Pizza Pepperoni,สลัด B5,ออมเลท BF set,0,65.0,50.0,58.0,0.0,0,0,0.0,0,0.0
4319,ตังไฮ๊ ทะเลตะวันออก,https://www.wongnai.com/restaurants/252979OJ-%E0%B8%95%E0%B8%B1%E0%B8%87%E0%B9%84%E0%B8%AE%E0%B9%8A-%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%81,7,ก๋วยเตี๋ยว,11 - 40 ที่นั่ง,0,0,0,1,0,0,0,0,0,[],4.0,4.0,฿,ชลบุรี,0.0,เย็นตาโฟหม้อไฟ,ข้าวต้มปลา,,0,50.0,50.0,0.0,0.0,0,0,25.0,0,0.0
4320,Wandee House In The Garden,https://www.wongnai.com/restaurants/642975NI-wandee-house-in-the-garden,14,อาหารฟิวชั่น,None,0,0,0,0,0,0,0,0,0,[],4.1,14.0,฿฿฿,ชลบุรี,0.0,สปาเกตตี้หมึกดำ,สตูว์ลิ้นวัว ละลายในปากเลยจร้า ขนาดสั่งกลับมาทานที่บ้านยังดีขนาดนี้ ถ้าทานที่ร้านร้อนๆใหม่ๆจะดีขนาดไหน คิดเอา,ขาหมูเยอรมันสไตล์วันดี,0,0.0,7.0,0.0,0.0,0,29,0.0,7,0.0
4321,Surf & Turf Pattaya,https://www.wongnai.com/restaurants/surf-and-turf,233,อาหารนานาชาติ,81 - 150  ที่นั่ง,0,0,1,1,1,1,1,1,1,"['บรรยากาศ', 'บรรยากาศดี', 'พนักงาน', 'ถ่ายรูป']",4.0,159.0,฿฿฿,ชลบุรี,0.0,,,,1,42.0,35.0,45.0,0.0,0,0,0.0,0,0.0
4322,สวนเขาพุ,https://www.wongnai.com/restaurants/129533ED-%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B8%9E%E0%B8%B8,70,อาหารไทย,41 - 80 ที่นั่ง,0,0,1,1,1,0,1,1,0,[],4.0,46.0,฿฿฿,ชลบุรี,0.0,,,,1,52.0,33.0,50.0,0.0,0,0,0.0,0,0.0
4323,Okane,https://www.wongnai.com/restaurants/128930dR-okane,43,ปิ้งย่าง,41 - 80 ที่นั่ง,0,1,0,1,1,0,0,0,1,[],3.6,34.0,฿฿฿,ชลบุรี,0.0,Salmon Sashimi,กุ้งแม่น้ำ,เนื้อหมูสามชั้นสไลด์,0,69.0,43.0,0.0,0.0,0,0,37.0,0,0.0
4324,Kaffee' Train,https://www.wongnai.com/restaurants/592334Kp-kaffee-train,2,ร้านกาแฟ/ชา,None,0,1,0,1,0,1,0,0,0,[],4.0,1.0,฿,ชลบุรี,0.0,,,,0,100.0,100.0,100.0,0.0,0,0,0.0,0,0.0
4325,Cafe' et TouTou,https://www.wongnai.com/restaurants/352487DC-cafe-et-toutou,25,คาเฟ่,11 - 40 ที่นั่ง,0,1,1,1,1,1,1,0,0,[],3.7,16.0,฿฿,ชลบุรี,0.0,Hot Americano,ปีกไก่บาร์บีคิว 6 ชิ้น,หมูมะนาว,2,44.0,44.0,31.0,0.0,0,0,0.0,0,0.0
4326,ไก่ลืมตัว ณ บางแสน,https://www.wongnai.com/restaurants/241593hl-%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%A5%E0%B8%B7%E0%B8%A1%E0%B8%95%E0%B8%B1%E0%B8%A7-%E0%B8%93-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99,49,ก๋วยเตี๋ยว,11 - 40 ที่นั่ง,1,1,1,1,1,1,1,1,0,[],3.5,37.0,฿,ชลบุรี,0.0,ก๋วยเตี๋ยวคั่วไก่ (ธรรมดา),ก๋วยเตี๋ยวไก่ตุ๋นลูกสมุน (ต้นตำรับ),เกาเหลาไก่ตุ๋น (ต้นตำหรับ),1,46.0,38.0,0.0,0.0,30,0,0.0,0,0.0
4327,สุดเขต บุฟเฟ่ต์ ทะเลเผาจอมเทียน,https://www.wongnai.com/restaurants/294859gm-%E0%B8%AA%E0%B8%B8%E0%B8%94%E0%B9%80%E0%B8%82%E0%B8%95-%E0%B8%9A%E0%B8%B8%E0%B8%9F%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B8%95%E0%B9%8C-%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B9%80%E0%B8%9C%E0%B8%B2-%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%99,33,บุฟเฟ่ต์,11 - 40 ที่นั่ง,0,0,1,1,1,0,1,0,0,[],3.9,20.0,฿฿฿,ชลบุรี,0.0,กุ้งแม่น้ำ,อาหารทะเลสดสำหรับปิ้งย่าง,ของทะเลทั้งหมด,2,45.0,40.0,0.0,0.0,0,0,30.0,0,0.0
4328,คุณยาย ข้าวแกงปักษ์ใต้ เมืองภูเก็ต,https://www.wongnai.com/restaurants/532008LD-%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%B2%E0%B8%A2-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%9B%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%E0%B9%83%E0%B8%95%E0%B9%89-%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95,56,อาหารใต้,None,0,0,1,1,1,1,0,0,0,[],3.9,49.0,฿,ชลบุรี,0.0,แกงไตปลา,ไก่ต้มน้ำปลา,ปลาดุกสามรส,2,0.0,33.0,0.0,37.0,0,0,27.0,0,0.0
4329,Gyu Gyu Teiศรีราชา,https://www.wongnai.com/restaurants/247471RY-gyu-gyu-tei-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2,8,ปิ้งย่าง,11 - 40 ที่นั่ง,0,0,0,1,0,0,0,0,1,[],4.2,4.0,฿฿฿,ชลบุรี,0.0,กิว กิว  เต้,,,0,75.0,50.0,0.0,0.0,0,0,50.0,0,0.0
4330,Balcony Courtyard Restaurant,https://www.wongnai.com/restaurants/535039ki-balcony-courtyard-restaurant,11,อาหารกล่อง/ข้าวกล่อง เดลิเวอรี,None,0,1,1,1,1,1,1,0,1,[],3.6,9.0,฿฿,ชลบุรี,0.0,,,,1,33.0,56.0,44.0,0.0,0,0,0.0,0,0.0
4331,Waan D ChonBuri - หวานยกกำลังดี ชลบุรี,https://www.wongnai.com/restaurants/605882Cw-waan-d-chonburi-%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%A2%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%94%E0%B8%B5-%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5,1,ของหวาน,None,0,0,0,0,0,1,0,0,0,[],4.0,1.0,฿,ชลบุรี,0.0,,,,0,100.0,0.0,100.0,0.0,0,0,0.0,0,0.0
4332,Kept Pier Cafe,https://www.wongnai.com/restaurants/404464MA-kept-pier-cafe,24,คาเฟ่,None,0,0,0,1,0,0,0,0,1,[],3.6,15.0,฿฿,ชลบุรี,0.0,Blue Hawaii,Iced Beverages,,0,27.0,40.0,67.0,0.0,0,0,0.0,0,0.0
4333,ตำมั่ว (Tummour) Lotus Plus Mall,https://www.wongnai.com/restaurants/675996pU-%E0%B8%95%E0%B8%B3%E0%B8%A1%E0%B8%B1%E0%B9%88%E0%B8%A7-tummour-lotus-plus-mall,26,อาหารอีสาน/ร้านส้มตำ,None,0,0,0,0,0,1,0,0,0,[],3.4,23.0,฿฿,ชลบุรี,0.0,ส้มตำไทย##1,ตำมั่ว,เห็ดทอด##1,0,61.0,43.0,0.0,0.0,0,0,35.0,0,0.0
4334,Freshella Cafeแยกบางเสร่,https://www.wongnai.com/restaurants/629108BH-freshella-cafe-%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%AA%E0%B8%A3%E0%B9%88,2,ร้านกาแฟ/ชา,None,1,1,1,1,1,1,1,0,0,[],5.0,1.0,฿,ชลบุรี,0.0,น้ำส้มปั่น,น้ำมะพร้าวปั่น,,2,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
4335,kamome,https://www.wongnai.com/restaurants/382103Gj-kamome,5,อาหารญี่ปุ่น,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,1,1,[],4.5,2.0,฿฿฿,ชลบุรี,0.0,ข้าวหน้าปลาดิบรวมหั่นเต๋า,,,1,0.0,100.0,50.0,0.0,0,0,0.0,0,100.0
4336,AE&EK STEAKสาขา2 อ่างมาบประชัน,https://www.wongnai.com/restaurants/345293zg-ae-ek-steak-%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B22-%E0%B8%AD%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%A1%E0%B8%B2%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B1%E0%B8%99,17,สเต๊ก,ไม่เกิน 10 ที่นั่ง,0,1,0,1,0,0,0,0,0,[],4.5,16.0,฿฿฿,ชลบุรี,0.0,พอร์คชอป,สเต็กเนื้อเซอร์ลอยน์ (Sirloin Steak),ผักโขมอบชีส 90฿,0,19.0,38.0,19.0,0.0,0,0,0.0,0,0.0
4337,ครัวทะเลจันผา,https://www.wongnai.com/restaurants/153787Fy-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%9C%E0%B8%B2,32,อาหารทะเล,None,0,1,1,1,1,1,1,1,1,[],3.4,27.0,฿฿฿,ชลบุรี,0.0,กุ้งอบวุ้นเส้น,ปูม้านึ่ง,ผัดสะตอกุ้ง,1,56.0,70.0,37.0,0.0,0,0,0.0,0,0.0
4338,ครัวลุงเปี๊ยก,https://www.wongnai.com/restaurants/84440iI-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B9%8A%E0%B8%A2%E0%B8%81,28,อาหารไทย,None,1,0,1,1,1,1,1,1,0,[],3.8,21.0,฿฿,ชลบุรี,0.0,ทอดมันกุ้ง,ข้าวผัดปู,กะเพราปู,1,62.0,67.0,38.0,0.0,0,0,0.0,0,0.0
4339,ก๋วยเตี๋ยวหน้ามน,https://www.wongnai.com/restaurants/84035nf-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%A1%E0%B8%99,257,ก๋วยเตี๋ยว,81 - 150  ที่นั่ง,1,1,1,1,1,1,1,0,0,"['ก๋วยเตี๋ยว', 'ลูกเงาะ', 'ร้านก๋วยเตี๋ยว', 'ที่จอดรถ', 'วุ้นเส้น', 'บางแสน', 'หมูสับ', 'ลูกชิ้น', 'บริการ', 'ก๋วยเตี๋ยวโบราณ', 'เจ้าของร้าน', 'น้ำซุป']",3.9,210.0,฿,ชลบุรี,0.0,,,,2,52.0,40.0,0.0,0.0,31,0,0.0,0,0.0
4340,ข้าวต้มปลาลุงระ,https://www.wongnai.com/restaurants/126927Pz-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%A1%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%A3%E0%B8%B0,19,อาหารไทย,None,1,1,1,1,1,1,1,1,0,[],4.3,16.0,฿฿,ชลบุรี,0.0,ข้าวต้ม,ทะเลลวกจิ้ม,ข้าวต้มกระดูกหมู,1,25.0,44.0,0.0,0.0,38,0,0.0,0,0.0
4341,Hakone Japanese Restaurant,https://www.wongnai.com/restaurants/15516zp-hakone-japanese-restaurant,57,ซูชิ,81 - 150  ที่นั่ง,0,1,1,1,1,1,1,1,1,[],4.1,43.0,฿฿฿,ชลบุรี,0.0,Yakisoba,Salmon Spicy roll,Ebiko Salad,1,60.0,44.0,40.0,0.0,0,0,0.0,0,0.0
4342,โรตีพัฒนา,https://www.wongnai.com/restaurants/137644xC-%E0%B9%82%E0%B8%A3%E0%B8%95%E0%B8%B5%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2,4,สตรีทฟู้ด/รถเข็น,None,0,0,0,1,0,1,0,0,0,[],4.0,4.0,฿,ชลบุรี,0.0,โรตีกล้วย,โรตีธรรมดา,,0,75.0,50.0,0.0,0.0,50,0,0.0,0,0.0
4343,MK Restaurantsโรบินสัน ศรีราชานคร  ชั้น 3,https://www.wongnai.com/restaurants/7999eR-mk-restaurants-%E0%B9%82%E0%B8%A3%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%99-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-3,23,ชาบู/สุกี้ยากี้/หม้อไฟ,None,0,0,0,1,1,1,1,1,1,[],3.6,18.0,฿฿฿,ชลบุรี,0.0,เป็ดย่างMK,บะหมี่หยก,เป็ดย่าง,1,61.0,61.0,33.0,0.0,0,0,0.0,0,0.0
4344,Tree 33,https://www.wongnai.com/restaurants/330060SK-tree-33,67,คาเฟ่,41 - 80 ที่นั่ง,0,1,0,1,1,1,1,1,0,[],3.9,45.0,฿฿,ชลบุรี,0.0,ข้าวผัดสตอคลุก,Mokapot cold latte,ข้าวคอหมูย่าง,2,33.0,22.0,40.0,0.0,0,0,0.0,0,0.0
4345,"WAKE หมี UP Cafe ไก่เกาหลี , บิงซู , สเต๊ก",https://www.wongnai.com/restaurants/434039lM-wake-%E0%B8%AB%E0%B8%A1%E0%B8%B5-up-cafe-%E0%B9%84%E0%B8%81%E0%B9%88%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5-%E0%B8%9A%E0%B8%B4%E0%B8%87%E0%B8%8B%E0%B8%B9-%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B9%8A%E0%B8%81,8,คาเฟ่,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,0,1,[],4.4,6.0,฿฿,ชลบุรี,0.0,เสาวรสปั่น,มิ้นลาเต้ กะ โกโก้นมสดกล้วยหอม,ข้าวหน้าเนื้อทอร์นาโด,1,100.0,83.0,33.0,0.0,0,0,0.0,0,0.0
4346,ครัวบ้านสวนแก้ว,https://www.wongnai.com/restaurants/268281dM-%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7,42,อาหารไทย,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,1,1,[],3.5,24.0,฿฿฿,ชลบุรี,0.0,,,,1,25.0,29.0,0.0,0.0,0,0,0.0,0,8.0
4347,จรินทร์บางแสน,https://www.wongnai.com/restaurants/83047wO-%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99,63,อาหารทะเล,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,1,1,[],4.3,42.0,฿฿฿,ชลบุรี,0.0,หอยจ้อ,ปลาเก๋าสามรส,น้ำพริกไข่ปู,1,43.0,62.0,31.0,0.0,0,0,0.0,0,0.0
4348,ชีวิตดี,https://www.wongnai.com/restaurants/247299yq-%E0%B8%8A%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%95%E0%B8%94%E0%B8%B5,113,คาเฟ่,41 - 80 ที่นั่ง,0,1,0,1,1,1,1,1,1,[],4.2,81.0,฿฿฿,ชลบุรี,0.0,สปาเก็ตตี้,พิซซ่าต้มยำกุ้งอบชีส,ชีสลาวาโทส,1,43.0,44.0,40.0,0.0,0,0,0.0,0,0.0
4349,ก๋วยเตี๋ยวกัญชา บางแสน,https://www.wongnai.com/restaurants/274935oi-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%AA%E0%B8%99,18,ก๋วยเตี๋ยว,11 - 40 ที่นั่ง,0,0,0,1,0,1,0,0,0,[],3.8,6.0,฿,ชลบุรี,0.0,วุ้นเส้นน้ำใส,วุ้นเส้นน้ำตก,เส้นเล็กน้ำตก,0,0.0,0.0,0.0,0.0,17,0,17.0,0,0.0
4350,Vieng Joom On Tea Houseเชียงใหม่,https://www.wongnai.com/restaurants/808pd-vieng-joom-on-tea-house-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88,144,คาเฟ่,81 - 150  ที่นั่ง,0,1,1,1,1,1,1,0,1,"['พนักงาน', 'บรรยากาศ', 'ร้านชา', 'บรรยากาศดี', 'น่ารัก', 'บริการ', 'หลากหลาย', 'สวยงาม', 'บริการดี']",3.8,131.0,฿฿,เชียงใหม่,0.0,,,,1,72.0,41.0,74.0,0.0,0,0,0.0,0,0.0
4351,CoCo Ichibanyaเมญ่า เชียงใหม่ ชั้น 4,https://www.wongnai.com/restaurants/152920eH-coco-ichibanya-%E0%B9%80%E0%B8%A1%E0%B8%8D%E0%B9%88%E0%B8%B2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88,80,อาหารญี่ปุ่น,11 - 40 ที่นั่ง,0,0,0,1,1,1,1,0,1,"['แกงกะหรี่', 'แกงกระหรี่']",3.8,71.0,฿฿,เชียงใหม่,0.0,ข้าวแกงกะหรี่หมูชุบเกล็ดขนมปังทอด,ข้าวแกงกะหรี่ไก่ทอด,,2,72.0,63.0,43.0,0.0,0,0,0.0,0,0.0
4352,Camping Lover Chiangmai,https://www.wongnai.com/restaurants/638712Os-camping-lover-chiangmai,1,ปิ้งย่าง,41 - 80 ที่นั่ง,0,0,0,1,1,0,1,1,0,[],5.0,1.0,฿,เชียงใหม่,0.0,ปีกไก่ทอด,ปลาหมึก,,2,100.0,100.0,100.0,0.0,0,0,0.0,0,0.0
4353,Tasty Leaf Cafe,https://www.wongnai.com/restaurants/305370XI-tasty-leaf-cafe,15,คาเฟ่,11 - 40 ที่นั่ง,0,1,1,1,0,0,1,0,0,[],3.8,12.0,฿฿,เชียงใหม่,0.0,ขนมปังกระเทียม,บูลเบอรี่ปั่น,เมล่อนปั่น,2,58.0,50.0,58.0,0.0,0,0,0.0,0,0.0
4354,น่า-เนื้อ ข้าวหน้าเนื้อประตูสวนดอก,https://www.wongnai.com/restaurants/658698GM-%E0%B8%99%E0%B9%88%E0%B8%B2-%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD-%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%95%E0%B8%B9%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%94%E0%B8%AD%E0%B8%81,1,อาหารจานเดียว,None,0,1,1,1,1,1,0,0,1,[],5.0,1.0,฿,เชียงใหม่,0.0,,,,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
4355,Funky Grill CenFest ฟังกี้กริลล์สาขาเซนเฟสฯDonchan,https://www.wongnai.com/restaurants/398036ty-funky-grill-cenfest-%E0%B8%9F%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B8%81%E0%B8%A3%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B9%80%E0%B8%9F%E0%B8%AA%E0%B8%AF-donchan,5,กึ่งผับ/ร้านเหล้า/บาร์,None,0,0,0,0,0,1,0,0,0,[],3.3,5.0,฿฿,เชียงใหม่,0.0,,,,0,0.0,0.0,20.0,0.0,0,0,0.0,0,0.0
4356,Arcobaleno Italian Restaurant,https://www.wongnai.com/restaurants/7039IR-arcobaleno-italian-restaurant,43,อาหารอิตาเลียน,41 - 80 ที่นั่ง,0,1,1,1,1,1,1,0,1,[],4.2,35.0,฿฿฿,เชียงใหม่,0.0,Crab Meat au Gratin,,,1,60.0,57.0,60.0,0.0,0,0,0.0,0,0.0
